id,name,description,artifact
org.openrewrite.toml.ChangeValue,Change TOML value,Change the value of a TOML key.,org.openrewrite:rewrite-toml:8.64.0-20251021.195831-50
org.openrewrite.toml.DeleteKey,Delete TOML key,Delete a TOML key-value pair.,org.openrewrite:rewrite-toml:8.64.0-20251021.195831-50
org.openrewrite.toml.DeleteTable,Delete TOML table,Delete a TOML table.,org.openrewrite:rewrite-toml:8.64.0-20251021.195831-50
org.openrewrite.toml.DeleteTableRow,Delete TOML table row,Delete a TOML table row when one of its values matches the specified matcher.,org.openrewrite:rewrite-toml:8.64.0-20251021.195831-50
org.openrewrite.toml.FindKey,Find TOML keys,Find TOML keys matching a path expression.,org.openrewrite:rewrite-toml:8.64.0-20251021.195831-50
org.openrewrite.toml.MergeTableRow,Merge TOML table row,Merge a TOML row into an array table. If a row with the same identifying property exists merge the values. Otherwise insert a new row.,org.openrewrite:rewrite-toml:8.64.0-20251021.195831-50
org.openrewrite.toml.ReplaceTableRow,Replace TOML table row,Replace a TOML table row with new content. If a row with the same identifying property exists replace it entirely.,org.openrewrite:rewrite-toml:8.64.0-20251021.195831-50
org.openrewrite.toml.CreateTomlFile,Create TOML file,Create a new TOML file.,org.openrewrite:rewrite-toml:8.64.0-20251021.195831-50
org.openrewrite.xml.AddCommentToXmlTag,Add a comment to an XML tag,Adds a comment as the first element in an XML tag.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.AddOrUpdateChildTag,Add or update child tag,Adds or updates a child element below the parent(s) matching the provided `parentXPath` expression. If a child with the same name already exists it will be replaced by default. Otherwise a new child will be added. This ensures idempotent behaviour.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.AddTagAttribute,Add new XML attribute for an Element,Add new XML attribute with value on a specified element.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.ChangeNamespaceValue,Change XML attribute of a specific resource version,Alters XML Attribute value within specified element of a specific resource versions.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.ChangeTagAttribute,Change XML attribute,Alters XML attribute value on a specified element.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.ChangeTagName,Change XML tag name,Alters the name of XML tags matching the provided expression.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.ChangeTagValue,Change XML tag value,Alters the value of XML tags matching the provided expression. When regex is enabled the replacement happens only for text nodes provided the pattern matches.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.RemoveEmptyXmlTags,Remove empty XML Tag,Removes XML tags that do not have attributes or children including self closing tags.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.RemoveTrailingWhitespace,Remove trailing whitespace,Remove any extra trailing whitespace from the end of each line.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.RemoveXmlTag,Remove XML tag,Removes XML tags matching the provided expression.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.XsltTransformation,XSLT transformation,Apply the specified XSLT transformation on matching files. Note that there are no format matching guarantees when running this recipe.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.format.AutoFormat,Format XML,Indents XML using the most common indentation size and tabs or space choice in use in the file.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.format.LineBreaks,Blank lines,Add line breaks at appropriate places between XML syntax elements.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.format.NormalizeFormat,Normalize format,Move whitespace to the outermost LST element possible.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.format.NormalizeLineBreaks,Normalize line breaks,Consistently use either Windows style (CRLF) or Linux style (LF) line breaks. If no `GeneralFormatStyle` is specified this will use whichever style of line endings are more common.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.format.NormalizeTabsOrSpaces,Normalize to tabs or spaces,Consistently use either tabs or spaces in indentation.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.format.TabsAndIndents,Tabs and indents,Format tabs and indents in XML code.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.search.DoesNotUseNamespaceUri,Find files without Namespace URI,Find XML root elements that do not have a specific Namespace URI optionally restricting the search by an XPath expression.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.search.FindNamespacePrefix,Find XML namespace prefixes,Find XML namespace prefixes optionally restricting the search by a XPath expression.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.search.FindTags,Find XML tags,Find XML tags by XPath expression.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.search.HasNamespaceUri,Find XML namespace URIs,Find XML namespace URIs optionally restricting the search by a XPath expression.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.security.AddOwaspDateBoundSuppressions,Add date bounds to OWASP suppressions,Adds an expiration date to all OWASP suppressions in order to ensure that they are periodically reviewed. For use with the OWASP `dependency-check` tool. More details: https://jeremylong.github.io/DependencyCheck/general/suppression.html.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.security.IsOwaspSuppressionsFile,Find OWASP vulnerability suppression XML files,These files are used to suppress false positives in OWASP [Dependency Check](https://jeremylong.github.io/DependencyCheck).,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.security.RemoveOwaspSuppressions,Remove out-of-date OWASP suppressions,Remove all OWASP suppressions with a suppression end date in the past as these are no longer valid. For use with the OWASP `dependency-check` tool. More details on OWASP suppression files can be found [here](https://jeremylong.github.io/DependencyCheck/general/suppression.html).,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.security.UpdateOwaspSuppressionDate,Update OWASP suppression date bounds,Updates the expiration date for OWASP suppressions having a matching cve tag. For use with the OWASP `dependency-check` tool. More details: https://jeremylong.github.io/DependencyCheck/general/suppression.html.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.CreateXmlFile,Create XML file,Create a new XML file.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.xml.style.AutodetectDebug,XML style Auto-detection debug,Runs XML Autodetect and records the results in data tables and search markers. A debugging tool for figuring out why XML documents get styled the way they do.,org.openrewrite:rewrite-xml:8.64.0-20251021.195831-50
org.openrewrite.yaml.AppendToSequence,Append to sequence,Append item to YAML sequence.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.ChangeKey,Change key,Change a YAML mapping entry key while leaving the value intact.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.ChangePropertyKey,Change property key,Change a YAML property key while leaving the value intact. Expects dot notation for nested YAML mappings similar to how Spring Boot interprets `application.yml` files.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.ChangePropertyValue,Change YAML property,Change a YAML property. Expects dot notation for nested YAML mappings similar to how Spring Boot interprets `application.yml` files.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.ChangeValue,Change value,Change a YAML mapping entry value while leaving the key intact.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.CoalesceProperties,Coalesce YAML properties,Simplify nested map hierarchies into their simplest dot separated property form similar to how Spring Boot interprets `application.yml` files.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.CommentOutProperty,Comment out property,Comment out a YAML property and add a comment in front.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.DeleteKey,Delete key,Delete a YAML mapping entry key.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.DeleteProperty,Delete property,Delete a YAML property. Nested YAML mappings are interpreted as dot separated property names i.e. as Spring Boot interprets application.yml files like `a.b.c.d` or `a.b.c:d`.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.MergeYaml,Merge YAML snippet,Merge a YAML snippet with an existing YAML document.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.UnfoldProperties,Unfold YAML properties,Transforms dot-separated property keys in YAML files into nested map hierarchies to enhance clarity and readability or for compatibility with tools expecting structured YAML.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.cleanup.RemoveUnused,Remove unused YAML,Remove YAML mappings and sequence keys that have no value.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.format.Indents,YAML indent,Format tabs and indents in YAML.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.search.FindKey,Find YAML entries,Find YAML entries that match the specified [JsonPath](https://docs.openrewrite.org/reference/jsonpath-and-jsonpathmatcher-reference) expression.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.search.FindProperty,Find YAML properties,Find YAML properties that match the specified `propertyKey`. Expects dot notation for nested YAML mappings similar to how Spring Boot interprets `application.yml` files.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
org.openrewrite.yaml.CopyValue,Copy YAML value,Copies a YAML value from one key to another. The existing key/value pair remains unaffected by this change. Attempts to merge the copied value into the new key if it already exists. Attempts to create the new key if it does not exist.,org.openrewrite:rewrite-yaml:8.64.0-20251021.195831-50
